date,year,month,city,region,product,category,revenue,units_sold,cost,profit
2022-05-06,2022,5,Kolkata,East,C,Grocery,7660.87,59,5752.65,1908.22
2023-12-21,2023,12,Bangalore,South,C,Grocery,13681.71,56,9859.96,3821.75
2021-09-02,2021,9,Bangalore,South,A,Electronics,13503.78,49,9863.52,3640.26
2021-10-02,2021,10,Bangalore,South,C,Grocery,11182.11,52,5845.52,5336.59
2021-10-09,2021,10,Mumbai,West,A,Electronics,20875.23,56,11714.05,9161.18
2021-08-25,2021,8,Chennai,South,C,Grocery,6332.83,36,3767.91,2564.92
2023-02-21,2023,2,Bangalore,South,B,Clothing,11975.7,38,6787.86,5187.84
2023-05-23,2023,5,Chennai,South,A,Electronics,14702.06,47,9426.42,5275.64
2021-11-30,2021,11,Bangalore,South,D,Electronics,13137.4,60,6706.27,6431.13
2021-11-11,2021,11,Chennai,South,C,Grocery,9436.88,43,7223.69,2213.19
2021-02-10,2021,2,Mumbai,West,D,Electronics,15248.19,47,11581.66,3666.53
2023-01-10,2023,1,Bangalore,South,B,Clothing,11240.84,60,6572.99,4667.85
2022-12-30,2022,12,Mumbai,West,B,Clothing,15642.07,50,10464.81,5177.27
2021-04-26,2021,4,Delhi,North,B,Clothing,10936.17,47,8074.34,2861.83
2023-12-31,2023,12,Mumbai,West,B,Clothing,21758.68,48,15424.91,6333.77
2021-11-14,2021,11,Delhi,North,C,Grocery,14890.23,59,10999.98,3890.25
2023-06-27,2023,6,Delhi,North,C,Grocery,6639.19,60,3654.76,2984.42
2022-09-08,2022,9,Mumbai,West,D,Electronics,17886.22,40,13291.0,4595.22
2021-11-14,2021,11,Bangalore,South,A,Electronics,17581.3,52,12547.18,5034.12
2023-10-03,2023,10,Kolkata,East,B,Clothing,13810.37,44,9323.82,4486.55
2021-05-01,2021,5,Chennai,South,C,Grocery,7462.97,37,4300.73,3162.24
2023-10-11,2023,10,Delhi,North,D,Electronics,24654.26,40,13243.77,11410.49
2022-06-18,2022,6,Chennai,South,B,Clothing,7039.52,42,3933.32,3106.21
2021-07-21,2021,7,Chennai,South,C,Grocery,5696.42,39,3014.36,2682.06
2023-08-14,2023,8,Delhi,North,C,Grocery,11021.42,58,8546.37,2475.05
2022-09-15,2022,9,Mumbai,West,B,Clothing,12339.33,43,9802.55,2536.78
2021-09-16,2021,9,Delhi,North,D,Electronics,14184.51,55,8489.32,5695.18
2023-05-30,2023,5,Delhi,North,D,Electronics,10688.22,55,5564.98,5123.24
2023-05-10,2023,5,Delhi,North,C,Grocery,6094.35,46,3438.31,2656.04
2023-08-21,2023,8,Delhi,North,B,Clothing,14388.4,59,10071.33,4317.07
2021-03-16,2021,3,Chennai,South,A,Electronics,18750.93,46,11555.69,7195.24
2022-03-29,2022,3,Bangalore,South,A,Electronics,20156.34,44,15658.95,4497.39
2023-01-02,2023,1,Kolkata,East,A,Electronics,11166.74,50,5739.21,5427.53
2023-06-20,2023,6,Mumbai,West,D,Electronics,13151.17,60,8259.86,4891.31
2023-01-06,2023,1,Mumbai,West,C,Grocery,11048.45,49,8052.55,2995.9
2022-06-20,2022,6,Bangalore,South,D,Electronics,13424.57,41,9396.07,4028.51
2021-07-16,2021,7,Chennai,South,D,Electronics,13688.24,37,10930.19,2758.05
2021-09-30,2021,9,Bangalore,South,D,Electronics,14474.54,33,8887.19,5587.35
2021-09-07,2021,9,Kolkata,East,B,Clothing,5667.77,44,3470.17,2197.6
2022-05-25,2022,5,Kolkata,East,D,Electronics,8849.04,47,6449.36,2399.69
2021-04-11,2021,4,Bangalore,South,C,Grocery,6948.27,58,5344.27,1604.0
2023-07-02,2023,7,Mumbai,West,C,Grocery,7120.72,44,5017.86,2102.86
2022-07-19,2022,7,Bangalore,South,A,Electronics,17144.29,44,13297.41,3846.89
2022-12-04,2022,12,Chennai,South,D,Electronics,23467.61,55,14072.27,9395.34
2021-10-14,2021,10,Bangalore,South,D,Electronics,12722.26,41,8664.53,4057.72
2023-04-22,2023,4,Bangalore,South,D,Electronics,18783.9,41,10481.99,8301.91
2023-02-12,2023,2,Kolkata,East,B,Clothing,10694.2,29,5733.91,4960.29
2022-08-19,2022,8,Chennai,South,B,Clothing,10933.51,57,7075.47,3858.04
2022-08-16,2022,8,Kolkata,East,D,Electronics,8361.23,50,4982.26,3378.97
2021-09-17,2021,9,Delhi,North,B,Clothing,14699.52,48,7571.0,7128.52
2022-04-13,2022,4,Bangalore,South,D,Electronics,12550.7,47,7904.23,4646.47
2022-12-30,2022,12,Chennai,South,B,Clothing,14628.56,55,11491.27,3137.29
2023-01-08,2023,1,Delhi,North,B,Clothing,14957.78,55,8249.07,6708.71
2023-01-20,2023,1,Chennai,South,C,Grocery,6264.12,50,4332.82,1931.3
2023-05-02,2023,5,Mumbai,West,B,Clothing,18108.29,50,9267.71,8840.58
2023-05-10,2023,5,Kolkata,East,A,Electronics,12250.98,68,6598.14,5652.85
2023-04-11,2023,4,Delhi,North,C,Grocery,6810.95,52,3566.28,3244.67
2023-10-21,2023,10,Bangalore,South,D,Electronics,17241.46,45,11755.87,5485.59
2021-10-22,2021,10,Mumbai,West,D,Electronics,21817.81,51,11022.1,10795.71
2022-07-01,2022,7,Mumbai,West,B,Clothing,12466.23,48,8105.83,4360.39
2023-04-02,2023,4,Kolkata,East,A,Electronics,13694.94,63,7795.64,5899.3
2021-01-23,2021,1,Bangalore,South,A,Electronics,19296.47,45,14294.62,5001.86
2023-11-17,2023,11,Bangalore,South,C,Grocery,14500.6,51,9672.67,4827.93
2023-02-08,2023,2,Kolkata,East,B,Clothing,5722.63,42,4417.85,1304.78
2023-11-09,2023,11,Bangalore,South,A,Electronics,23927.57,43,12220.3,11707.27
2022-04-09,2022,4,Mumbai,West,D,Electronics,14211.6,56,10841.21,3370.4
2022-07-31,2022,7,Mumbai,West,C,Grocery,9852.34,53,6502.56,3349.78
2022-06-17,2022,6,Delhi,North,C,Grocery,7334.65,54,3855.95,3478.7
2022-10-24,2022,10,Mumbai,West,A,Electronics,23571.17,46,14678.31,8892.87
2021-12-14,2021,12,Bangalore,South,C,Grocery,10808.31,72,8332.72,2475.59
2021-08-16,2021,8,Kolkata,East,A,Electronics,12327.67,38,6940.75,5386.92
2022-02-14,2022,2,Kolkata,East,B,Clothing,12592.2,81,7691.12,4901.08
2022-09-22,2022,9,Bangalore,South,D,Electronics,12864.53,43,7850.73,5013.8
2023-07-18,2023,7,Chennai,South,C,Grocery,6346.05,51,4610.28,1735.77
2021-11-15,2021,11,Mumbai,West,B,Clothing,24185.54,29,18182.33,6003.21
2022-06-21,2022,6,Chennai,South,A,Electronics,12632.99,72,6802.92,5830.06
2023-07-10,2023,7,Delhi,North,A,Electronics,10372.59,57,5228.8,5143.79
2022-01-25,2022,1,Mumbai,West,A,Electronics,16116.2,51,9835.95,6280.25
2021-08-25,2021,8,Bangalore,South,A,Electronics,10186.0,56,6445.17,3740.84
2023-03-02,2023,3,Kolkata,East,D,Electronics,13402.4,40,6863.82,6538.58
2021-01-27,2021,1,Chennai,South,A,Electronics,17881.68,44,10827.33,7054.36
2023-05-09,2023,5,Kolkata,East,B,Clothing,7782.49,68,4359.42,3423.07
2021-02-26,2021,2,Mumbai,West,A,Electronics,14822.04,64,7535.18,7286.86
2022-11-28,2022,11,Kolkata,East,A,Electronics,15691.14,36,8289.53,7401.61
2021-08-21,2021,8,Delhi,North,B,Clothing,10534.82,36,5601.88,4932.94
2023-03-29,2023,3,Kolkata,East,A,Electronics,14420.55,47,7579.6,6840.96
2023-05-17,2023,5,Kolkata,East,C,Grocery,5036.63,43,3136.35,1900.28
2021-05-26,2021,5,Delhi,North,D,Electronics,12544.73,49,7572.93,4971.8
2022-02-14,2022,2,Bangalore,South,B,Clothing,13412.55,45,7473.98,5938.57
2023-07-12,2023,7,Kolkata,East,D,Electronics,9107.51,48,5188.78,3918.73
2022-08-08,2022,8,Chennai,South,A,Electronics,9410.86,47,6969.53,2441.33
2023-05-18,2023,5,Kolkata,East,C,Grocery,6403.1,49,3932.7,2470.4
2023-04-15,2023,4,Kolkata,East,B,Clothing,9638.75,53,6197.19,3441.56
2022-02-06,2022,2,Chennai,South,B,Clothing,10165.93,45,7350.28,2815.65
2021-07-16,2021,7,Delhi,North,D,Electronics,10096.23,46,5911.65,4184.59
2023-11-23,2023,11,Kolkata,East,D,Electronics,16921.33,50,10486.7,6434.63
2021-07-28,2021,7,Kolkata,East,B,Clothing,8891.44,38,6330.6,2560.83
2021-04-15,2021,4,Mumbai,West,A,Electronics,20464.26,56,15877.01,4587.25
2023-12-24,2023,12,Kolkata,East,B,Clothing,11027.22,34,7915.38,3111.83
2022-06-13,2022,6,Delhi,North,D,Electronics,9839.78,62,5872.06,3967.72
2022-10-08,2022,10,Delhi,North,D,Electronics,22044.07,43,11319.51,10724.57
2023-09-04,2023,9,Kolkata,East,B,Clothing,6726.84,37,3448.27,3278.57
2022-03-03,2022,3,Bangalore,South,D,Electronics,18208.9,53,11975.3,6233.59
2023-06-12,2023,6,Mumbai,West,A,Electronics,21192.35,74,10820.37,10371.98
2022-12-26,2022,12,Delhi,North,D,Electronics,22149.54,69,12677.66,9471.87
2023-09-09,2023,9,Delhi,North,D,Electronics,12029.92,43,7646.84,4383.08
2023-09-01,2023,9,Bangalore,South,A,Electronics,12085.11,33,6648.52,5436.59
2023-06-14,2023,6,Chennai,South,C,Grocery,3874.25,55,3027.7,846.54
2022-06-12,2022,6,Chennai,South,A,Electronics,13187.09,55,7866.81,5320.28
2021-01-21,2021,1,Kolkata,East,B,Clothing,10065.44,49,6321.49,3743.95
2022-02-16,2022,2,Mumbai,West,A,Electronics,21946.1,55,12583.5,9362.61
2021-01-22,2021,1,Chennai,South,D,Electronics,11226.74,62,7400.23,3826.51
2023-01-24,2023,1,Kolkata,East,B,Clothing,10021.67,46,6559.6,3462.07
2023-07-15,2023,7,Bangalore,South,B,Clothing,9667.31,52,6578.3,3089.01
2022-04-06,2022,4,Delhi,North,D,Electronics,13226.77,38,6786.4,6440.36
2022-08-06,2022,8,Kolkata,East,A,Electronics,14452.78,36,8910.91,5541.87
2023-10-22,2023,10,Kolkata,East,B,Clothing,10053.96,56,7846.34,2207.62
2021-06-04,2021,6,Chennai,South,A,Electronics,10388.58,44,6929.6,3458.98
2021-03-29,2021,3,Bangalore,South,D,Electronics,16116.46,53,8768.35,7348.12
2022-06-08,2022,6,Mumbai,West,D,Electronics,17555.5,56,12734.62,4820.88
2023-05-06,2023,5,Kolkata,East,B,Clothing,8109.16,59,5496.2,2612.96
2022-06-17,2022,6,Chennai,South,D,Electronics,10437.91,59,7759.84,2678.07
2023-06-09,2023,6,Delhi,North,A,Electronics,16381.86,47,12782.62,3599.24
2022-03-04,2022,3,Delhi,North,D,Electronics,14923.51,47,9962.03,4961.48
2021-04-24,2021,4,Kolkata,East,B,Clothing,9352.41,29,7385.34,1967.07
2022-12-01,2022,12,Delhi,North,D,Electronics,25376.93,50,14269.93,11107.0
2023-07-14,2023,7,Bangalore,South,A,Electronics,10598.22,50,5706.33,4891.89
2021-12-29,2021,12,Chennai,South,A,Electronics,22361.5,48,17557.85,4803.65
2021-09-05,2021,9,Kolkata,East,B,Clothing,12088.63,49,9188.05,2900.59
2022-09-15,2022,9,Chennai,South,D,Electronics,9803.4,49,6938.99,2864.41
2021-01-15,2021,1,Delhi,North,D,Electronics,13229.82,56,7955.27,5274.55
2022-07-09,2022,7,Kolkata,East,D,Electronics,9959.64,35,5677.87,4281.78
2021-05-19,2021,5,Mumbai,West,D,Electronics,19220.6,57,13777.01,5443.59
2022-11-18,2022,11,Kolkata,East,B,Clothing,11435.61,28,7671.39,3764.22
2023-08-14,2023,8,Delhi,North,C,Grocery,8300.97,50,4453.68,3847.29
2023-12-02,2023,12,Kolkata,East,C,Grocery,5563.57,59,4122.07,1441.5
2023-06-03,2023,6,Delhi,North,C,Grocery,9543.86,48,4858.12,4685.74
2023-11-02,2023,11,Delhi,North,B,Clothing,23045.48,42,13653.93,9391.55
2022-05-22,2022,5,Kolkata,East,B,Clothing,8689.51,40,4601.94,4087.57
2022-10-03,2022,10,Kolkata,East,C,Grocery,6687.57,44,4900.96,1786.61
2022-04-13,2022,4,Delhi,North,D,Electronics,13631.76,47,7930.14,5701.62
2023-11-10,2023,11,Chennai,South,D,Electronics,11889.8,28,7017.24,4872.57
2023-03-01,2023,3,Delhi,North,C,Grocery,6514.23,59,4197.97,2316.26
2021-07-22,2021,7,Kolkata,East,A,Electronics,12448.65,49,8359.33,4089.32
2022-08-01,2022,8,Bangalore,South,D,Electronics,11709.35,41,9338.23,2371.12
2021-08-02,2021,8,Delhi,North,B,Clothing,7905.74,47,4069.02,3836.73
2023-09-27,2023,9,Delhi,North,C,Grocery,7347.44,28,5321.32,2026.12
2021-04-11,2021,4,Bangalore,South,B,Clothing,14583.66,33,7761.94,6821.73
2023-01-23,2023,1,Kolkata,East,B,Clothing,11175.18,76,7048.09,4127.09
2021-12-16,2021,12,Mumbai,West,C,Grocery,10629.8,56,6569.54,4060.26
2021-11-26,2021,11,Delhi,North,B,Clothing,13922.17,50,8537.2,5384.97
2023-02-19,2023,2,Kolkata,East,A,Electronics,10542.77,18,7949.62,2593.15
2021-03-11,2021,3,Bangalore,South,A,Electronics,15558.88,59,8335.36,7223.52
2021-04-21,2021,4,Bangalore,South,D,Electronics,13010.88,29,7304.91,5705.97
2023-11-04,2023,11,Mumbai,West,D,Electronics,19824.58,58,14036.85,5787.73
2022-04-27,2022,4,Chennai,South,A,Electronics,19681.14,51,11114.85,8566.29
2022-05-31,2022,5,Mumbai,West,C,Grocery,9245.45,53,7344.81,1900.64
2023-09-08,2023,9,Chennai,South,B,Clothing,12098.73,44,9155.0,2943.73
2021-08-24,2021,8,Bangalore,South,B,Clothing,11306.55,54,8597.23,2709.33
2021-02-14,2021,2,Delhi,North,A,Electronics,18739.44,57,12691.91,6047.53
2021-04-11,2021,4,Bangalore,South,D,Electronics,11142.29,33,6777.21,4365.08
2023-05-25,2023,5,Mumbai,West,D,Electronics,18869.82,70,11870.25,6999.57
2023-08-24,2023,8,Mumbai,West,D,Electronics,19094.48,49,11944.93,7149.55
2022-01-21,2022,1,Mumbai,West,B,Clothing,10086.91,42,5838.21,4248.71
2022-11-15,2022,11,Delhi,North,C,Grocery,9098.93,58,6427.39,2671.55
2023-11-01,2023,11,Kolkata,East,A,Electronics,17457.97,36,9808.95,7649.02
2023-03-23,2023,3,Kolkata,East,A,Electronics,14299.7,53,9841.03,4458.67
2022-06-14,2022,6,Chennai,South,C,Grocery,4819.59,39,2988.8,1830.79
2023-11-20,2023,11,Bangalore,South,B,Clothing,10331.57,65,6633.19,3698.39
2022-08-29,2022,8,Kolkata,East,A,Electronics,12959.46,63,8837.75,4121.71
2021-02-22,2021,2,Chennai,South,B,Clothing,12058.8,45,9258.71,2800.09
2021-03-28,2021,3,Delhi,North,B,Clothing,14742.39,57,8833.03,5909.36
2023-04-07,2023,4,Chennai,South,A,Electronics,9479.77,49,6829.06,2650.71
2021-05-30,2021,5,Chennai,South,B,Clothing,9058.92,35,4950.51,4108.41
2021-03-05,2021,3,Chennai,South,A,Electronics,16748.06,36,8712.8,8035.26
2023-12-02,2023,12,Bangalore,South,B,Clothing,11549.92,53,8074.65,3475.27
2023-02-23,2023,2,Chennai,South,C,Grocery,7231.57,36,5643.85,1587.71
2023-01-05,2023,1,Kolkata,East,A,Electronics,12770.57,55,9032.84,3737.73
2022-05-30,2022,5,Kolkata,East,D,Electronics,11467.05,43,8445.04,3022.01
2023-01-30,2023,1,Chennai,South,B,Clothing,9120.58,51,6347.94,2772.64
2023-04-29,2023,4,Delhi,North,A,Electronics,16829.53,47,10116.32,6713.21
2021-10-29,2021,10,Kolkata,East,D,Electronics,25277.28,67,18000.09,7277.19
2022-01-10,2022,1,Delhi,North,D,Electronics,14089.38,40,11017.57,3071.8
2021-02-27,2021,2,Bangalore,South,B,Clothing,12563.13,52,8369.6,4193.54
2023-10-07,2023,10,Chennai,South,C,Grocery,8250.76,62,6360.11,1890.65
2021-10-29,2021,10,Kolkata,East,A,Electronics,22690.59,42,13471.32,9219.27
2023-09-09,2023,9,Mumbai,West,C,Grocery,9410.99,50,5106.77,4304.22
2022-10-04,2022,10,Bangalore,South,B,Clothing,12926.5,40,10033.83,2892.67
2022-06-19,2022,6,Chennai,South,B,Clothing,10717.38,33,7627.3,3090.08
2021-05-16,2021,5,Bangalore,South,A,Electronics,17602.02,46,13148.06,4453.96
2022-06-05,2022,6,Kolkata,East,B,Clothing,7820.17,62,5704.48,2115.69
2021-07-30,2021,7,Chennai,South,C,Grocery,4787.45,51,3556.47,1230.98
2021-08-25,2021,8,Mumbai,West,B,Clothing,10448.08,54,5445.23,5002.85
2023-03-04,2023,3,Kolkata,East,D,Electronics,14144.16,55,10373.44,3770.73
2022-06-22,2022,6,Mumbai,West,A,Electronics,10368.51,50,6289.88,4078.63
2023-11-27,2023,11,Kolkata,East,D,Electronics,15414.53,37,11558.63,3855.9
2023-09-29,2023,9,Bangalore,South,C,Grocery,10019.26,68,5345.3,4673.96
2021-10-19,2021,10,Mumbai,West,D,Electronics,28553.61,47,14803.17,13750.44
2023-11-05,2023,11,Chennai,South,D,Electronics,18745.38,64,9535.99,9209.39
2023-11-28,2023,11,Chennai,South,D,Electronics,13439.69,46,7868.35,5571.35
2023-08-15,2023,8,Bangalore,South,B,Clothing,9569.79,45,6899.98,2669.81
2022-02-18,2022,2,Delhi,North,D,Electronics,14727.89,46,9166.85,5561.04
2021-04-08,2021,4,Kolkata,East,A,Electronics,12758.46,45,7056.87,5701.59
2023-12-27,2023,12,Delhi,North,D,Electronics,19250.65,49,12296.55,6954.1
2022-08-09,2022,8,Kolkata,East,C,Grocery,6462.24,56,3788.15,2674.09
2022-09-08,2022,9,Chennai,South,C,Grocery,4403.55,36,2666.38,1737.17
2023-02-09,2023,2,Bangalore,South,A,Electronics,9386.24,40,7265.81,2120.43
2022-03-15,2022,3,Kolkata,East,C,Grocery,4975.05,40,3815.81,1159.24
2021-11-12,2021,11,Chennai,South,D,Electronics,13343.65,47,7436.84,5906.81
2022-08-25,2022,8,Bangalore,South,D,Electronics,12915.3,63,8373.37,4541.93
2021-05-03,2021,5,Kolkata,East,B,Clothing,8725.86,43,6885.97,1839.89
2022-02-18,2022,2,Kolkata,East,B,Clothing,8349.28,45,4441.31,3907.97
2022-05-31,2022,5,Kolkata,East,C,Grocery,5318.98,56,3204.12,2114.87
2023-12-22,2023,12,Chennai,South,C,Grocery,8250.43,50,4834.08,3416.34
2022-02-21,2022,2,Mumbai,West,C,Grocery,10476.67,56,6973.76,3502.92
2021-03-30,2021,3,Mumbai,West,C,Grocery,9476.21,47,5301.67,4174.54
2022-09-08,2022,9,Delhi,North,A,Electronics,12204.35,62,8856.61,3347.73
2022-06-03,2022,6,Mumbai,West,B,Clothing,11732.52,67,7944.14,3788.38
2021-10-08,2021,10,Chennai,South,A,Electronics,19767.7,35,10170.65,9597.04
2021-03-06,2021,3,Mumbai,West,D,Electronics,18229.25,64,9918.33,8310.92
2021-12-18,2021,12,Mumbai,West,A,Electronics,32896.82,49,23244.26,9652.57
2023-07-27,2023,7,Delhi,North,D,Electronics,11405.03,46,8628.98,2776.05
2023-01-30,2023,1,Mumbai,West,B,Clothing,17598.52,50,12764.27,4834.25
2022-08-04,2022,8,Kolkata,East,B,Clothing,8834.48,50,6434.17,2400.31
2022-04-25,2022,4,Mumbai,West,D,Electronics,18687.27,48,14533.49,4153.77
2021-09-26,2021,9,Delhi,North,A,Electronics,12103.31,42,6247.55,5855.76
2021-01-20,2021,1,Mumbai,West,C,Grocery,11775.59,34,8762.5,3013.08
2023-06-15,2023,6,Mumbai,West,C,Grocery,7942.21,43,5326.95,2615.26
2023-09-07,2023,9,Chennai,South,D,Electronics,10255.34,46,7178.87,3076.47
2022-07-04,2022,7,Mumbai,West,B,Clothing,9941.94,48,6979.74,2962.2
2022-08-27,2022,8,Delhi,North,C,Grocery,6671.93,31,5001.23,1670.7
2021-11-12,2021,11,Mumbai,West,B,Clothing,15836.48,51,8629.35,7207.13
2023-02-25,2023,2,Chennai,South,C,Grocery,4797.04,62,2567.99,2229.05
2022-04-01,2022,4,Chennai,South,A,Electronics,11902.66,27,8456.61,3446.05
2023-05-15,2023,5,Kolkata,East,C,Grocery,5781.52,55,3458.91,2322.61
2023-08-21,2023,8,Delhi,North,B,Clothing,15367.57,54,11155.78,4211.79
2023-07-17,2023,7,Delhi,North,B,Clothing,12232.63,68,6533.8,5698.83
2021-07-10,2021,7,Mumbai,West,B,Clothing,13602.1,33,9818.29,3783.81
2023-04-10,2023,4,Kolkata,East,B,Clothing,7024.74,35,5113.64,1911.1
2023-06-10,2023,6,Chennai,South,D,Electronics,10573.01,61,7692.95,2880.07
2023-02-14,2023,2,Delhi,North,A,Electronics,20736.43,27,12732.83,8003.6
2023-01-13,2023,1,Kolkata,East,D,Electronics,9526.17,61,7131.95,2394.22
2022-12-26,2022,12,Delhi,North,B,Clothing,15287.96,62,11087.3,4200.66
2022-06-13,2022,6,Chennai,South,C,Grocery,6406.31,40,5027.98,1378.33
2023-08-02,2023,8,Delhi,North,A,Electronics,15242.82,54,11077.74,4165.08
2021-10-19,2021,10,Mumbai,West,A,Electronics,18183.01,67,13960.94,4222.07
2023-08-30,2023,8,Delhi,North,D,Electronics,12048.0,31,8003.02,4044.98
2021-10-11,2021,10,Chennai,South,C,Grocery,8635.52,32,6807.27,1828.25
2022-01-16,2022,1,Delhi,North,D,Electronics,13889.73,43,8589.34,5300.39
2023-03-20,2023,3,Kolkata,East,D,Electronics,15078.12,39,10264.96,4813.16
2023-02-28,2023,2,Bangalore,South,A,Electronics,16032.65,41,8857.01,7175.64
2023-08-27,2023,8,Mumbai,West,A,Electronics,21488.29,73,15794.55,5693.74
2023-07-08,2023,7,Kolkata,East,A,Electronics,12109.67,57,8285.19,3824.47
2021-11-02,2021,11,Mumbai,West,C,Grocery,16034.81,48,11383.25,4651.56
2021-10-20,2021,10,Delhi,North,D,Electronics,26343.98,58,14809.31,11534.67
2022-08-03,2022,8,Mumbai,West,C,Grocery,6535.43,45,3268.16,3267.27
2023-09-07,2023,9,Kolkata,East,D,Electronics,11156.9,33,8179.36,2977.54
2023-06-17,2023,6,Chennai,South,D,Electronics,14347.19,31,9016.36,5330.84
2021-05-20,2021,5,Chennai,South,A,Electronics,15220.01,59,10666.25,4553.76
2022-07-06,2022,7,Bangalore,South,C,Grocery,5044.42,42,3443.63,1600.8
2021-02-02,2021,2,Delhi,North,C,Grocery,7305.62,45,5563.48,1742.13
2021-05-22,2021,5,Mumbai,West,D,Electronics,14379.32,52,9199.05,5180.27
2021-02-23,2021,2,Delhi,North,C,Grocery,7926.5,43,4883.89,3042.61
2023-09-29,2023,9,Chennai,South,A,Electronics,12995.57,51,8461.51,4534.06
2021-10-13,2021,10,Delhi,North,C,Grocery,8626.08,56,5615.41,3010.66
2021-10-05,2021,10,Kolkata,East,B,Clothing,9678.36,51,7212.64,2465.73
2023-11-09,2023,11,Delhi,North,B,Clothing,9820.46,55,5624.02,4196.44
2021-02-14,2021,2,Chennai,South,D,Electronics,14204.05,45,10887.83,3316.23
2021-07-04,2021,7,Delhi,North,C,Grocery,8384.99,50,6317.66,2067.33
2023-01-15,2023,1,Delhi,North,D,Electronics,11316.09,56,8724.49,2591.6
2021-06-26,2021,6,Kolkata,East,D,Electronics,6559.3,45,4850.52,1708.78
2022-11-19,2022,11,Chennai,South,C,Grocery,10846.52,70,7402.73,3443.79
2021-11-09,2021,11,Kolkata,East,D,Electronics,19456.02,34,12845.46,6610.56
2021-07-29,2021,7,Mumbai,West,C,Grocery,6376.23,46,3368.73,3007.51
2021-10-09,2021,10,Kolkata,East,C,Grocery,7332.49,48,4151.53,3180.95
2022-01-25,2022,1,Mumbai,West,D,Electronics,12350.96,41,9297.97,3052.99
2021-11-17,2021,11,Bangalore,South,B,Clothing,8211.16,57,5429.68,2781.48
2023-03-05,2023,3,Kolkata,East,A,Electronics,7406.84,66,4570.27,2836.57
2021-11-07,2021,11,Chennai,South,B,Clothing,12644.39,50,8102.41,4541.98
2021-04-28,2021,4,Delhi,North,C,Grocery,8138.2,74,6114.84,2023.36
2022-04-09,2022,4,Delhi,North,A,Electronics,11995.15,43,8750.86,3244.29
2021-09-16,2021,9,Kolkata,East,D,Electronics,12080.94,64,8178.2,3902.75
2022-12-31,2022,12,Chennai,South,D,Electronics,22593.05,51,16239.8,6353.25
2021-09-01,2021,9,Bangalore,South,D,Electronics,13236.99,56,8632.68,4604.32
2022-02-22,2022,2,Delhi,North,D,Electronics,14725.72,55,7689.49,7036.23
2023-09-20,2023,9,Bangalore,South,D,Electronics,14214.36,35,9059.85,5154.51
2022-12-20,2022,12,Delhi,North,D,Electronics,22189.56,64,15656.14,6533.42
2022-10-21,2022,10,Bangalore,South,A,Electronics,22539.55,59,11597.9,10941.65
2022-08-01,2022,8,Kolkata,East,D,Electronics,12928.97,48,7796.3,5132.67
2022-01-24,2022,1,Chennai,South,D,Electronics,11123.92,51,8539.1,2584.83
2021-11-03,2021,11,Delhi,North,C,Grocery,15459.26,52,11595.91,3863.35
2021-09-11,2021,9,Mumbai,West,A,Electronics,8636.92,60,4348.63,4288.29
2022-04-10,2022,4,Kolkata,East,B,Clothing,10479.69,66,7593.33,2886.36
2023-10-21,2023,10,Kolkata,East,B,Clothing,16516.48,58,12411.25,4105.23
2021-02-04,2021,2,Kolkata,East,B,Clothing,10196.19,57,5210.44,4985.75
2023-03-11,2023,3,Bangalore,South,D,Electronics,15170.72,52,11741.72,3429.01
2023-06-10,2023,6,Mumbai,West,D,Electronics,11176.77,47,8375.22,2801.55
2023-08-22,2023,8,Delhi,North,A,Electronics,18157.12,51,11434.35,6722.76
2022-02-25,2022,2,Kolkata,East,D,Electronics,10651.31,38,7941.56,2709.75
2023-03-01,2023,3,Mumbai,West,A,Electronics,27348.25,51,17068.03,10280.21
2021-09-16,2021,9,Delhi,North,C,Grocery,8517.81,51,4366.24,4151.57
2023-03-02,2023,3,Mumbai,West,D,Electronics,21549.05,55,14302.34,7246.71
2021-01-04,2021,1,Chennai,South,C,Grocery,8288.02,59,4406.06,3881.96
2021-11-01,2021,11,Bangalore,South,A,Electronics,15432.02,37,9028.36,6403.66
2023-07-03,2023,7,Bangalore,South,A,Electronics,14972.97,44,9733.8,5239.17
2023-03-13,2023,3,Delhi,North,C,Grocery,10599.1,34,7417.14,3181.96
2021-09-20,2021,9,Bangalore,South,C,Grocery,9599.45,49,7107.48,2491.96
2021-11-10,2021,11,Mumbai,West,B,Clothing,26290.61,37,14470.46,11820.15
2022-06-23,2022,6,Chennai,South,A,Electronics,14814.55,40,10763.3,4051.26
2022-11-27,2022,11,Chennai,South,A,Electronics,20039.11,51,15047.22,4991.88
2021-02-25,2021,2,Delhi,North,C,Grocery,6237.47,57,3932.24,2305.23
2023-10-15,2023,10,Bangalore,South,B,Clothing,17055.09,56,10397.4,6657.69
2021-05-13,2021,5,Bangalore,South,C,Grocery,10707.71,40,6179.38,4528.34
2022-09-17,2022,9,Delhi,North,C,Grocery,4984.56,71,3238.42,1746.14
2023-03-10,2023,3,Delhi,North,C,Grocery,5760.01,40,3678.97,2081.04
2021-07-21,2021,7,Mumbai,West,D,Electronics,14402.35,64,9693.81,4708.54
2022-02-28,2022,2,Bangalore,South,D,Electronics,9527.81,60,7385.77,2142.04
2021-04-29,2021,4,Delhi,North,A,Electronics,18358.74,44,12911.14,5447.6
2021-02-23,2021,2,Bangalore,South,B,Clothing,8605.7,37,4506.65,4099.05
2022-04-27,2022,4,Bangalore,South,C,Grocery,6296.87,46,4010.81,2286.06
